,,LIT,Little Rock National,Little Rock,AR,LITA,50,
,,LRD,Laredo International,Laredo,TX,LRD 01,23,
,,LWB,Greenbrier Valley,Lewisburg,WV,Main Terminal,1,
,,LWS,Lewiston - Nez Perce County,Lewiston,ID,SSC Main,8,
,,MAF,Midland International,Midland,TX,MAFA,3,
,,MBS,MBS International,Freeland,MI,Passenger Terminal,3,
,,MCE,Merced Municipal,Merced,CA,Terminal,3,
,,,,,,MCI 37-45,61,
,,MCI,Kansas City International,Kansas City,MO,MCI 61-69,36,
,,,,,,MCI 76-85,61,
,,,,,,EAST Checkpoint,33,
,,MCO,Orlando International,Orlando,FL,,,
,,,,,,WEST Checkpoint,294,
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,21,
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,151,
,,MEM,Memphis International,Memphis,TN,MEM-B,97,
,,MFE,Miller International,McAllen,TX,MFE01,36,
,,MFR,Rogue Valley International-Medford,Medford,OR,MFRZ,2,
,,MHT,Manchester,Manchester,NH,Checkpoint,21,
,,,,,,North 3,207,
,,MIA,Miami International,Miami,FL,,,
,,,,,,South-H,6,
,,,,,,CONC C,68,
,,MKE,General Mitchell International,Milwaukee,WI,,,
,,,,,,CONC D,35,
,,MOB,Bates Field Airport,Mobile,AL,MOB-A,9,
,,MRY,Monterey Regional Airport,Monterey,CA,MRY02,20,
,,MSL,Muscle Shoals,Muscle Shoals,AL,MSL,0,
,,MSN,Dane County Regional,Madison,WI,Checkpoint Alpha,1,
5/18/2020,13:00,,,,,,,
,,MSO,Missoula International,Missoula,MT,Main Security Screen,24,
,,,,,,North CP,253,
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,,,
,,,,,,T2 CP1,23,
,,MSY,New Orleans International,Kenner,LA,MSY01,104,
,,MTJ,Montrose County,Montrose,CO,MTJZ,15,
,,MYR,Myrtle Beach International,Myrtle Beach,SC,Terminal,80,
,,OAJ,Albert J Ellis,Richlands,NC,Terminal,40,
,,,,,,TERM1,22,
,,OAK,Metropolitan Oakland International,Oakland,CA,,,
,,,,,,TERM2,55,
,,OGG,Kahului,"Kahului, Maui",HI,OGG01,5,
,,OGS,Ogdensburg International,Ogdensburg,NY,Gate Area #1,6,
,,OKC,Will Rogers World,Oklahoma City,OK,West,82,
,,,,,,Terminal A,51,
,,OMA,Eppley Airfield,Omaha,NE,,,
,,,,,,Terminal B,41,
,,,,,,T2,37,
,,ONT,Ontario International,Ontario,CA,,,
,,,,,,T4,44,
,,,,,,10,26,
,,,,,,2,214,
,,,,,,4B,70,
,,ORD,Chicago-OHare International,Chicago,IL,,,
,,,,,,5,14,
,,,,,,6A,72,
,,,,,,7A,161,
,,,,,,Conc. A Checkpoint,64,
,,ORF,Norfolk International,Norfolk,VA,,,
,,,,,,Conc. B Checkpoint,34,
,,ORH,Worcester,Worcester,MA,Checkpoint 1,4,
,,OTZ,Ralph Wien Memorial,Kotzebue,AK,OTZ-01,34,
,,,,,,PBI A/B,69,
,,PBI,West Palm Beach International,West Palm Beach,FL,,,
,,,,,,PBI C,20,
,,PDX,Portland International Airport,Portland,OR,PDX D/E,193,
,,PGD,Punta Gorda,Punta Gorda,FL,Checkpoint 1,102,
,,LFT,Lafayette Regional,Lafayette,LA,LFT01,27,
,,,,,,TB CHK A,113,
,,LGA,LaGuardia,Flushing,NY,TB CHK D,238,
,,,,,,TC CHK West,37,
,,LGB,Long Beach Daugherty Field,Long Beach,CA,Checkpoint,10,
,,LIT,Little Rock National,Little Rock,AR,LITA,50,
,,LRD,Laredo International,Laredo,TX,LRD 01,23,
,,LWB,Greenbrier Valley,Lewisburg,WV,Main Terminal,1,
,,LWS,Lewiston - Nez Perce County,Lewiston,ID,SSC Main,8,
,,MAF,Midland International,Midland,TX,MAFA,3,
,,MBS,MBS International,Freeland,MI,Passenger Terminal,3,
,,MCE,Merced Municipal,Merced,CA,Terminal,3,
,,,,,,MCI 37-45,61,
,,MCI,Kansas City International,Kansas City,MO,MCI 61-69,36,
,,,,,,MCI 76-85,61,
,,,,,,EAST Checkpoint,33,
,,MCO,Orlando International,Orlando,FL,,,
,,,,,,WEST Checkpoint,294,
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,21,
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,151,
,,MEM,Memphis International,Memphis,TN,MEM-B,97,
,,MFE,Miller International,McAllen,TX,MFE01,36,
,,MFR,Rogue Valley International-Medford,Medford,OR,MFRZ,2,
,,MHT,Manchester,Manchester,NH,Checkpoint,21,
,,,,,,North 3,207,
,,MIA,Miami International,Miami,FL,,,
,,,,,,South-H,6,
,,,,,,CONC C,68,
,,MKE,General Mitchell International,Milwaukee,WI,,,
,,,,,,CONC D,35,
,,MOB,Bates Field Airport,Mobile,AL,MOB-A,9,
,,MRY,Monterey Regional Airport,Monterey,CA,MRY02,20,
,,MSL,Muscle Shoals,Muscle Shoals,AL,MSL,0,
,,MSN,Dane County Regional,Madison,WI,Checkpoint Alpha,1,
5/18/2020,13:00,,,,,,,
,,MSO,Missoula International,Missoula,MT,Main Security Screen,24,
,,,,,,North CP,253,
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,,,
,,,,,,T2 CP1,23,
,,MSY,New Orleans International,Kenner,LA,MSY01,104,
,,MTJ,Montrose County,Montrose,CO,MTJZ,15,
,,MYR,Myrtle Beach International,Myrtle Beach,SC,Terminal,80,
,,OAJ,Albert J Ellis,Richlands,NC,Terminal,40,
,,,,,,TERM1,22,
,,OAK,Metropolitan Oakland International,Oakland,CA,,,
,,,,,,TERM2,55,
,,OGG,Kahului,"Kahului, Maui",HI,OGG01,5,
,,OGS,Ogdensburg International,Ogdensburg,NY,Gate Area #1,6,
,,OKC,Will Rogers World,Oklahoma City,OK,West,82,
,,,,,,Terminal A,51,
,,OMA,Eppley Airfield,Omaha,NE,,,
,,,,,,Terminal B,41,
,,,,,,T2,37,
,,ONT,Ontario International,Ontario,CA,,,
,,,,,,T4,44,
,,,,,,10,26,
,,,,,,2,214,
,,,,,,4B,70,
,,ORD,Chicago-OHare International,Chicago,IL,,,
,,,,,,5,14,
,,,,,,6A,72,
,,,,,,7A,161,
,,,,,,Conc. A Checkpoint,64,
,,ORF,Norfolk International,Norfolk,VA,,,
,,,,,,Conc. B Checkpoint,34,
,,ORH,Worcester,Worcester,MA,Checkpoint 1,4,
,,OTZ,Ralph Wien Memorial,Kotzebue,AK,OTZ-01,34,
,,,,,,PBI A/B,69,
,,PBI,West Palm Beach International,West Palm Beach,FL,,,
,,,,,,PBI C,20,
,,PDX,Portland International Airport,Portland,OR,PDX D/E,193,
,,PGD,Punta Gorda,Punta Gorda,FL,Checkpoint 1,102,
,,,,,,Checkpoint B,126,
,,PHL,Philadelphia International,Philadelphia,PA,Checkpoint D\E,228,
,,,,,,Checkpoint F,3,
,,,,,,T-3 North,138,
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,298,
,,,,,,T-4 C,199,
,,PIA,Greater Peoria,Peoria,IL,Checkpoint A,2,
,,PIE,St Petersburg-ClearwaterInternational,Clearwater,FL,PIE B,89,
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,153,
,,PLN,Pellston Regional,Pellston,MI,PLN1,5,
,,PNS,Pensacola Gulf Coast Regional,Pensacola,FL,PNS-A,132,
,,PQI,Northern Maine Regional,Presque Isle,ME,gate 1,12,
,,PSC,Tri-Cities,Pasco,WA,PSC Main,6,
,,PSP,Palm Springs Regional,Palm Springs,CA,PSP01,61,
,,PVD,T F Green State,Warwick,RI,Checkpoint A,17,
,,PWM,Portland International Jetport,Portland,ME,Terminal 2,23,
,,RAP,Rapid City Regional,Rapid City,SD,1,4,
,,RDM,Roberts Field,Redmond,OR,RDMZ,9,
,,,,,,Employee Screening Checkpoint (ESC),54,
,,RDU,Raleigh-Durham International,RDU Airport,NC,Terminal 1 Checkpoint,48,
,,,,,,Terminal 2 Checkpoint,199,
,,RFD,Greater Rockford,Rockford,IL,Checkpoint A,20,
,,RIC,Richard E Byrd International,Richmond InternationalA/P,VA,RIC Concourse B,78,
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,104,
,,ROA,Roanoke Regional Woodrum Field,Roanoke,VA,ROA01,29,
,,ROC,Greater Rochester InternationalAirport,Rochester,NY,Checkpoint,13,
,,,,,,Checkpoint B,94,
,,RSW,Southwest Florida International,Fort Myers,FL,,,
,,,,,,Checkpoint D,224,
5/18/2020,13:00,SAN,San Diego Intl-Lindbergh Field,San Diego,CA,CKPT-3,42,
,,,,,,CKPT-6,111,
,,,,,,SAT01,83,
,,SAT,San Antonio International,San Antonio,TX,,,
,,,,,,SAT02,79,
,,SAV,Savannah International,Savannah,GA,SAV-A,113,
,,SBA,Santa Barbara Municipal,Santa Barbara,CA,SBA01,0,
,,SBN,South Bend Regional,South Bend,IN,A CONC,21,
,,SBP,San Luis Obispo County,San Luis Obispo,CA,SBP01,22,
,,SBY,Salisbury / Wicomico CountyRegional,Salisbury,MD,SBY01,15,
,,SCC,Deadhorse,Prudhoe Bay,AK,SCC-01,24,
,,SDF,Louisville International,Louisville,KY,SDF-A,41,
,,SDY,Sidney-Richland Regional,Sidney,MT,Checkpoint 1,2,
,,,,,,SCP 2,76,
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,117,
,,,,,,SCP 4,102,
,,SFB,Orlando Sanford,Sanford,FL,SFB-02,174,
,,,,,,Security Checkpoint B,61,
,,,,,,Security Checkpoint D,34,
,,SFO,San Francisco International,San Francisco,CA,,,
,,,,,,Security Checkpoint F-1,10,
,,,,,,Security Checkpoint G,72,
,,SGF,Springfield/Branson National,Springfield,MO,Main Checkpoint,8,
,,SHV,Shreveport Regional,Shreveport,LA,Checkpoint SHV01,6,
,,,,,,Terminal A,6,
,,SJC,San Jose International,San Jose,CA,,,
,,,,,,Terminal B North,39,
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,263,
,,,,,,SLC1,95,
,,SLC,Salt Lake City International,Salt Lake City,UT,,,
,,,,,,SLC2,164,
,,,,,,Central B,114,
,,SMF,Sacramento International Airport,Sacramento,CA,,,
,,,,,,Terminal A,27,
,,SNA,Orange County John Wayne,Santa Ana,CA,CKPT B,59,
,,,,,,Checkpoint B,126,
,,PHL,Philadelphia International,Philadelphia,PA,Checkpoint D\E,228,
,,,,,,Checkpoint F,3,
,,,,,,T-3 North,138,
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,298,
,,,,,,T-4 C,199,
,,PIA,Greater Peoria,Peoria,IL,Checkpoint A,2,
,,PIE,St Petersburg-ClearwaterInternational,Clearwater,FL,PIE B,89,
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,153,
,,PLN,Pellston Regional,Pellston,MI,PLN1,5,
,,PNS,Pensacola Gulf Coast Regional,Pensacola,FL,PNS-A,132,
,,PQI,Northern Maine Regional,Presque Isle,ME,gate 1,12,
,,PSC,Tri-Cities,Pasco,WA,PSC Main,6,
,,PSP,Palm Springs Regional,Palm Springs,CA,PSP01,61,
,,PVD,T F Green State,Warwick,RI,Checkpoint A,17,
,,PWM,Portland International Jetport,Portland,ME,Terminal 2,23,
,,RAP,Rapid City Regional,Rapid City,SD,1,4,
,,RDM,Roberts Field,Redmond,OR,RDMZ,9,
,,,,,,Employee Screening Checkpoint (ESC),54,
,,RDU,Raleigh-Durham International,RDU Airport,NC,Terminal 1 Checkpoint,48,
,,,,,,Terminal 2 Checkpoint,199,
,,RFD,Greater Rockford,Rockford,IL,Checkpoint A,20,
,,RIC,Richard E Byrd International,Richmond InternationalA/P,VA,RIC Concourse B,78,
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,104,
,,ROA,Roanoke Regional Woodrum Field,Roanoke,VA,ROA01,29,
,,ROC,Greater Rochester InternationalAirport,Rochester,NY,Checkpoint,13,
,,,,,,Checkpoint B,94,
,,RSW,Southwest Florida International,Fort Myers,FL,,,
,,,,,,Checkpoint D,224,
5/18/2020,13:00,SAN,San Diego Intl-Lindbergh Field,San Diego,CA,CKPT-3,42,
,,,,,,CKPT-6,111,
,,,,,,SAT01,83,
,,SAT,San Antonio International,San Antonio,TX,,,
,,,,,,SAT02,79,
,,SAV,Savannah International,Savannah,GA,SAV-A,113,
,,SBA,Santa Barbara Municipal,Santa Barbara,CA,SBA01,0,
,,SBN,South Bend Regional,South Bend,IN,A CONC,21,
,,SBP,San Luis Obispo County,San Luis Obispo,CA,SBP01,22,
,,SBY,Salisbury / Wicomico CountyRegional,Salisbury,MD,SBY01,15,
,,SCC,Deadhorse,Prudhoe Bay,AK,SCC-01,24,
,,SDF,Louisville International,Louisville,KY,SDF-A,41,
,,SDY,Sidney-Richland Regional,Sidney,MT,Checkpoint 1,2,
,,,,,,SCP 2,76,
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,117,
,,,,,,SCP 4,102,
,,SFB,Orlando Sanford,Sanford,FL,SFB-02,174,
,,,,,,Security Checkpoint B,61,
,,,,,,Security Checkpoint D,34,
,,SFO,San Francisco International,San Francisco,CA,,,
,,,,,,Security Checkpoint F-1,10,
,,,,,,Security Checkpoint G,72,
,,SGF,Springfield/Branson National,Springfield,MO,Main Checkpoint,8,
,,SHV,Shreveport Regional,Shreveport,LA,Checkpoint SHV01,6,
,,,,,,Terminal A,6,
,,SJC,San Jose International,San Jose,CA,,,
,,,,,,Terminal B North,39,
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,263,
,,,,,,SLC1,95,
,,SLC,Salt Lake City International,Salt Lake City,UT,,,
,,,,,,SLC2,164,
,,,,,,Central B,114,
,,SMF,Sacramento International Airport,Sacramento,CA,,,
,,,,,,Terminal A,27,
,,SNA,Orange County John Wayne,Santa Ana,CA,CKPT B,59,
,,SRQ,Sarasota-Bradenton,Sarasota,FL,SRQ B,119,
,,,,,,T1-A,62,
,,STL,St. Louis Lambert International,St Louis,MO,T1-C,66,
,,,,,,T2-E,84,
,,STT,Cyril E. King International,St Thomas,VI,STT B,45,
,,STX,Henry E. Rohlsen,Christiansted,VI,STX-B,80,
,,SYR,Syracuse-Hancock International,North Syracuse,NY,Central,21,
,,TBN,Waynesville Regional,Ft. Leonard Wood,MO,Gate 1 Hold Area,5,
,,TLH,Tallahassee Regional,Tallahassee,FL,TLH A,7,
,,TOL,Toledo Express,Swanton,OH,Checkpoint 1,3,
,,,,,,TPA A,66,
,,,,,,TPA C,71,
,,TPA,Tampa International,Tampa,FL,,,
,13:00,,,,,TPA E,137,
,,,,,,TPA F,96,
,,TRI,Tri City Regional,Blountville,TN,TRI-A,13,
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,63,
,,,,,,ACP,65,
,,TUS,Tucson International,Tucson,AZ,,,
,,,,,,BCP,0,
,,TVC,Cherry Capital,Traverse City,MI,TVC1,21,
,,TYS,McGhee Tyson,Alcoa,TN,Checkpoint 1,90,
,,UIN,Quincy Municipal,Quincy,IL,Checkpoint A,1,
,,VCT,Victoria Regional,Victoria,TX,VCT01,6,
,,VPS,Destin-Fort Walton Beach Airport,Eglin Air Force Base,FL,VPS-A,123,
,,XNA,Northwest Arkansas Regional,Bentonville,AR,Checkpoint 2,28,
,,XWA,Williston Basin International Airport,Williston,ND,Main Checkpoint,10,
,,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,0,
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,37,
,,ACV,Arcata-Eureka,McKinleyville,CA,ACV01,15,
,,ALB,Albany County,Albany,NY,Main Checkpoint,23,
,,ALO,Waterloo Municipal,Waterloo,IA,ALO-1,4,
5/18/2020,,AMA,Amarillo International,Amarillo,TX,AMA30,4,
,,ANC,Ted Stevens AnchorageInternational,Anchorage,AK,South Checkpoint,100,
,,ART,Watertown International,Dexter,NY,Gate Area #1,8,
,,,,,,F Arrival Checkpoint,35,
,,ATL,Hartsfield Atlanta International,"Atlanta,",GA,,,
,,,,,,Main Checkpoint,582,
,,ATW,Outagamie County,Appleton,WI,Checkpoint,22,
,,,,,,AUS01,43,
,,AUS,Austin Bergstrom International,Austin,TX,,,
,,,,,,AUS02,115,
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,0,
,,AZA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,134,
,,BDL,Bradley International,Windsor Locks,CT,A1,85,
,,BGM,Binghamton Regional,Johnson City,NY,210,4,
,14:00,BGR,Bangor International,Bangor,ME,Checkpoint 2,4,
,,BHM,Birmingham International,Birmingham,AL,Central,123,
,,BIL,Billings Logan,Billings,MT,BILM,51,
,,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,20,
,,BLV,Mid America Airport,Mascoutah,IL,Checkpoint A,30,
,,BMI,Bloomington-Normal,Bloomington,IL,Checkpoint A,27,
,,BNA,Nashville International,Nashville,TN,BNA Main,216,
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,Main Checkpoint,50,
,,,,,,A1,41,
,,,,,,B1,29,
,,BOS,Logan International,East Boston,MA,,,
,,,,,,B5,20,
,,,,,,C2,13,
,,BQK,Glynco Jetport,Brunswick,GA,Gate,24,
,,BTV,Burlington International,South Burlington,VT,South,13,
,,BUF,Buffalo Niagara International Airport,Cheektowaga,NY,Main Checkpoint,42,
,,BUR,Burbank-Glendale-Pasadena,Burbank,CA,BUR01,33,
,,,,,,B Checkpoint,99,
,,BWI,Baltimore-Washington International,BWI Airport,MD,,,
,,,,,,D/E Checkpoint,59,
,,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,16,
,,SRQ,Sarasota-Bradenton,Sarasota,FL,SRQ B,119,
,,,,,,T1-A,62,
,,STL,St. Louis Lambert International,St Louis,MO,T1-C,66,
,,,,,,T2-E,84,
,,STT,Cyril E. King International,St Thomas,VI,STT B,45,
,,STX,Henry E. Rohlsen,Christiansted,VI,STX-B,80,
,,SYR,Syracuse-Hancock International,North Syracuse,NY,Central,21,
,,TBN,Waynesville Regional,Ft. Leonard Wood,MO,Gate 1 Hold Area,5,
,,TLH,Tallahassee Regional,Tallahassee,FL,TLH A,7,
,,TOL,Toledo Express,Swanton,OH,Checkpoint 1,3,
,,,,,,TPA A,66,
,,,,,,TPA C,71,
,,TPA,Tampa International,Tampa,FL,,,
,13:00,,,,,TPA E,137,
,,,,,,TPA F,96,
,,TRI,Tri City Regional,Blountville,TN,TRI-A,13,
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,63,
,,,,,,ACP,65,
,,TUS,Tucson International,Tucson,AZ,,,
,,,,,,BCP,0,
,,TVC,Cherry Capital,Traverse City,MI,TVC1,21,
,,TYS,McGhee Tyson,Alcoa,TN,Checkpoint 1,90,
,,UIN,Quincy Municipal,Quincy,IL,Checkpoint A,1,
,,VCT,Victoria Regional,Victoria,TX,VCT01,6,
,,VPS,Destin-Fort Walton Beach Airport,Eglin Air Force Base,FL,VPS-A,123,
,,XNA,Northwest Arkansas Regional,Bentonville,AR,Checkpoint 2,28,
,,XWA,Williston Basin International Airport,Williston,ND,Main Checkpoint,10,
,,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,0,
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,37,
,,ACV,Arcata-Eureka,McKinleyville,CA,ACV01,15,
,,ALB,Albany County,Albany,NY,Main Checkpoint,23,
,,ALO,Waterloo Municipal,Waterloo,IA,ALO-1,4,
5/18/2020,,AMA,Amarillo International,Amarillo,TX,AMA30,4,
,,ANC,Ted Stevens AnchorageInternational,Anchorage,AK,South Checkpoint,100,
,,ART,Watertown International,Dexter,NY,Gate Area #1,8,
,,,,,,F Arrival Checkpoint,35,
,,ATL,Hartsfield Atlanta International,"Atlanta,",GA,,,
,,,,,,Main Checkpoint,582,
,,ATW,Outagamie County,Appleton,WI,Checkpoint,22,
,,,,,,AUS01,43,
,,AUS,Austin Bergstrom International,Austin,TX,,,
,,,,,,AUS02,115,
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,0,
,,AZA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,134,
,,BDL,Bradley International,Windsor Locks,CT,A1,85,
,,BGM,Binghamton Regional,Johnson City,NY,210,4,
,14:00,BGR,Bangor International,Bangor,ME,Checkpoint 2,4,
,,BHM,Birmingham International,Birmingham,AL,Central,123,
,,BIL,Billings Logan,Billings,MT,BILM,51,
,,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,20,
,,BLV,Mid America Airport,Mascoutah,IL,Checkpoint A,30,
,,BMI,Bloomington-Normal,Bloomington,IL,Checkpoint A,27,
,,BNA,Nashville International,Nashville,TN,BNA Main,216,
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,Main Checkpoint,50,
,,,,,,A1,41,
,,,,,,B1,29,
,,BOS,Logan International,East Boston,MA,,,
,,,,,,B5,20,
,,,,,,C2,13,
,,BQK,Glynco Jetport,Brunswick,GA,Gate,24,
,,BTV,Burlington International,South Burlington,VT,South,13,
,,BUF,Buffalo Niagara International Airport,Cheektowaga,NY,Main Checkpoint,42,
,,BUR,Burbank-Glendale-Pasadena,Burbank,CA,BUR01,33,
,,,,,,B Checkpoint,99,
,,BWI,Baltimore-Washington International,BWI Airport,MD,,,
,,,,,,D/E Checkpoint,59,
,,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,16,
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,3,
,,CDR,Chadron Municipal,Chadron,NE,Chadron 1,5,
,,CHA,Chattanooga Metropolitan,Chattanooga,TN,CHA-A,14,
,,CHO,Charlottesville/Albemarle,Charlottesville,VA,CHO - Checkpoint,8,
,,CHS,Charleston CountyInternational/AFB,Charleston,SC,Checkpoint,108,
,,CID,The Cedar Rapids,Cedar Rapids,IA,Main Concourse,15,
,,CKB,North Central West Virginia,Bridgeport,WV,CKB01,6,
,,CLE,Cleveland Hopkins International,Cleveland,OH,South,78,
,,CLL,Easterwood,College Station,TX,CLL01,16,
,,,,,,B Checkpoint,201,
,,CLT,Charlotte/Douglas International,Charlotte,NC,,,
,,,,,,D Checkpoint,51,
,,,,,,A,19,
,,CMH,Port Columbus International,Columbus,OH,B,73,
,,,,,,C,40,
,,COD,Yellowstone Regional,Cody,WY,COD 01,17,
,,COS,Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,24,
,,COU,Columbia Regional,Columbia,MO,Gate 1 Hold Area,36,
,,CRP,Corpus Christi,Corpus Christi,TX,CRP01,6,
,,CVG,Cincinnati/Northern KentuckyInternational,Hebron,KY,T3-MCP,78,
,,CWA,Central Wisconsin Regional,Mosinee,WI,Checkpoint,13,
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,131,
,,DAY,James M. Cox Dayton International,Dayton,OH,Main,56,
,,,,,,Center Pier,67,
,,DCA,Washington Reagan National,"Washington, DC",VA,Concourse A,25,
,,,,,,South Pier,36,
,,,,,,A Bridge,247,
,,DEN,Denver International,Denver,CO,,,
,,,,,,South,347,
,,,,,,A21,99,
,,,,,,B30,110,
5/18/2020,14:00,DFW,Dallas/Fort Worth International,DFW Airport,TX,C21,103,
,,,,,,D22,145,
,,,,,,E18,122,
,,DSM,Des Moines International,Des Moines,IA,Main Concourse,94,
,,,,,,Blue-2,206,
,,DTW,Detroit Metro Wayne County,Detroit,MI,Red 1,44,
,,,,,,Red 3,53,
,,ECP,Northwest Florida BeachesInternational Airport,West Bay,FL,Checkpoint 1,171,
,,EGE,Eagle County Regional,Eagle,CO,Checkpoint,0,
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,66,
,,EUG,Mahlon Sweet Field (Eugene),Eugene,OR,EUGZ,9,
,,,,,,Terminal A/3,39,
,,EWR,Newark International,Newark,NJ,Terminal B/1,15,
,,,,,,Terminal C/1,80,
,,EYW,Key West International,Key West,FL,MAIN,18,
,,FAR,Hector International,Fargo,ND,Gate,7,
,,FAT,Fresno Air Terminal,Fresno,CA,FAT 01,8,
,,,,,,T1 Checkpoint,277,
,,FLL,Ft. Lauderdale-HollywoodInternational,Fort Lauderdale,FL,T2 Checkpoint,20,
,,,,,,T3F Checkpoint,183,
,,FLO,Florence Regional,Florence,SC,Terminal,1,
,,FSD,Sioux Falls Regional,Sioux Falls,SD,Gate,16,
,,,,,,GEG-A/B,6,
,,GEG,Spokane International,Spokane,WA,,,
,,,,,,GEGC,8,
,,GGW,Glasgow International / Wokal Field,Glasgow,MT,Checkpoint 1,1,
,,GNV,Gainesville Regional,Gainesville,FL,GNV A,24,
,,GPI,Glacier Park Intl.,Kalispell,MT,Main Checkpoint,3,
,,GPT,Gulfport Bilox Regional,Gulfport,MS,GPT-A,31,
,,GRB,Austin Straubel Field,Green Bay,WI,Concourse A,24,
,,GRR,Gerald R Ford International Airport,Grand Rapids,MI,Central Checkpoint,193,
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,3,
,,CDR,Chadron Municipal,Chadron,NE,Chadron 1,5,
,,CHA,Chattanooga Metropolitan,Chattanooga,TN,CHA-A,14,
,,CHO,Charlottesville/Albemarle,Charlottesville,VA,CHO - Checkpoint,8,
,,CHS,Charleston CountyInternational/AFB,Charleston,SC,Checkpoint,108,
,,CID,The Cedar Rapids,Cedar Rapids,IA,Main Concourse,15,
,,CKB,North Central West Virginia,Bridgeport,WV,CKB01,6,
,,CLE,Cleveland Hopkins International,Cleveland,OH,South,78,
,,CLL,Easterwood,College Station,TX,CLL01,16,
,,,,,,B Checkpoint,201,
,,CLT,Charlotte/Douglas International,Charlotte,NC,,,
,,,,,,D Checkpoint,51,
,,,,,,A,19,
,,CMH,Port Columbus International,Columbus,OH,B,73,
,,,,,,C,40,
,,COD,Yellowstone Regional,Cody,WY,COD 01,17,
,,COS,Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,24,
,,COU,Columbia Regional,Columbia,MO,Gate 1 Hold Area,36,
,,CRP,Corpus Christi,Corpus Christi,TX,CRP01,6,
,,CVG,Cincinnati/Northern KentuckyInternational,Hebron,KY,T3-MCP,78,
,,CWA,Central Wisconsin Regional,Mosinee,WI,Checkpoint,13,
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,131,
,,DAY,James M. Cox Dayton International,Dayton,OH,Main,56,
,,,,,,Center Pier,67,
,,DCA,Washington Reagan National,"Washington, DC",VA,Concourse A,25,
,,,,,,South Pier,36,
,,,,,,A Bridge,247,
,,DEN,Denver International,Denver,CO,,,
,,,,,,South,347,
,,,,,,A21,99,
,,,,,,B30,110,
5/18/2020,14:00,DFW,Dallas/Fort Worth International,DFW Airport,TX,C21,103,
,,,,,,D22,145,
,,,,,,E18,122,
,,DSM,Des Moines International,Des Moines,IA,Main Concourse,94,
,,,,,,Blue-2,206,
,,DTW,Detroit Metro Wayne County,Detroit,MI,Red 1,44,
,,,,,,Red 3,53,
,,ECP,Northwest Florida BeachesInternational Airport,West Bay,FL,Checkpoint 1,171,
,,EGE,Eagle County Regional,Eagle,CO,Checkpoint,0,
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,66,
,,EUG,Mahlon Sweet Field (Eugene),Eugene,OR,EUGZ,9,
,,,,,,Terminal A/3,39,
,,EWR,Newark International,Newark,NJ,Terminal B/1,15,
,,,,,,Terminal C/1,80,
,,EYW,Key West International,Key West,FL,MAIN,18,
,,FAR,Hector International,Fargo,ND,Gate,7,
,,FAT,Fresno Air Terminal,Fresno,CA,FAT 01,8,
,,,,,,T1 Checkpoint,277,
,,FLL,Ft. Lauderdale-HollywoodInternational,Fort Lauderdale,FL,T2 Checkpoint,20,
,,,,,,T3F Checkpoint,183,
,,FLO,Florence Regional,Florence,SC,Terminal,1,
