,,LAS,McCarran International,Las Vegas,NV,Term 1 - D,2
,,,,,,EAST Checkpoint,0
,,MCO,Orlando International,Orlando,FL,,
,,,,,,WEST Checkpoint,0
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,0
,,,,,,North 3,28
,,MIA,Miami International,Miami,FL,,
,,,,,,South-H,5
,,,,,,North CP,14
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,,
,,,,,,T2 CP1,12
,,,,,,TERM1,0
,,OAK,Metropolitan Oakland International,Oakland,CA,,
,,,,,,TERM2,1
,,,,,,10,0
,,ORD,Chicago-OHare International,Chicago,IL,4B,17
,,,,,,6A,3
,,ORD,Chicago-OHare International,Chicago,IL,,
,,,,,,7A,97
,,PDX,Portland International Airport,Portland,OR,PDX D/E,13
,,,,,,Checkpoint B,8
,,PHL,Philadelphia International,Philadelphia,PA,,
,,,,,,Checkpoint D\E,3
,,,,,,T-3 North,11
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,82
,,,,,,T-4 C,11
,03:00,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,3
,,RDU,Raleigh-Durham International,RDU Airport,NC,Employee Screening Checkpoint (ESC),25
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,1
,,,,,,SAT01,1
,,SAT,San Antonio International,San Antonio,TX,,
,,,,,,SAT02,3
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,67
,,SFO,San Francisco International,San Francisco,CA,Security Checkpoint F-1,2
,,,,,,Central B,1
,,SMF,Sacramento International Airport,Sacramento,CA,,
,,,,,,Terminal A,3
,,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,0
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,8
,,ALB,Albany County,Albany,NY,Main Checkpoint,19
,,ANC,Ted Stevens AnchorageInternational,Anchorage,AK,South Checkpoint,108
,,ATL,Hartsfield Atlanta International,"Atlanta,",GA,Main Checkpoint,28
,,ATW,Outagamie County,Appleton,WI,Checkpoint,2
,,,,,,AUS01,0
,,AUS,Austin Bergstrom International,Austin,TX,AUS02,7
,,,,,,AUS03,0
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,0
,,AVP,Wilkes Barre/Scranton International,Avoca,PA,Checkpoint,3
,,AZA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,120
,,AZO,Kalamazoo Municipal,Kalamazoo,MI,Main,0
5/10/2020,,,,,,A1,41
,,BDL,Bradley International,Windsor Locks,CT,,
,,,,,,A2,0
,,BFL,"Meadows Field, Bakersfield",Bakersfield,CA,BFL01,24
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,0
,,BHM,Birmingham International,Birmingham,AL,Central,22
,,BMI,Bloomington-Normal,Bloomington,IL,Checkpoint A,0
,,BNA,Nashville International,Nashville,TN,BNA Main,19
,,,,,,A1,21
,04:00,BOS,Logan International,East Boston,MA,B1,143
,,,,,,B5,19
,,,,,,C2,40
,,BTV,Burlington International,South Burlington,VT,South,12
,,BUF,Buffalo Niagara International Airport,Cheektowaga,NY,Main Checkpoint,16
,,,,,,B Checkpoint,7
,,BWI,Baltimore-Washington International,BWI Airport,MD,,
,,,,,,D/E Checkpoint,1
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,4
,,CHS,Charleston CountyInternational/AFB,Charleston,SC,Checkpoint,16
,,CLE,Cleveland Hopkins International,Cleveland,OH,South,15
,,CLT,Charlotte/Douglas International,Charlotte,NC,B Checkpoint,65
,,COS,Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,1
,,CRP,Corpus Christi,Corpus Christi,TX,CRP01,0
,,CVG,Cincinnati/Northern KentuckyInternational,Hebron,KY,T3-MCP,5
,,CWA,Central Wisconsin Regional,Mosinee,WI,Checkpoint,6
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,5
,,DAY,James M. Cox Dayton International,Dayton,OH,Main,2
,,,,,,Center Pier,20
,,DCA,Washington Reagan National,"Washington, DC",VA,Concourse A,0
,,,,,,South Pier,69
,,,,,,A Bridge,31
,,DEN,Denver International,Denver,CO,,
,,DEN,Denver International,Denver,CO,South,33
,,,,,,A21,84
,,,,,,B30,4
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,C21,107
,,,,,,D22,37
,,,,,,E18,23
,,DSM,Des Moines International,Des Moines,IA,Main Concourse,11
,,,,,,Blue-2,53
,,DTW,Detroit Metro Wayne County,Detroit,MI,,
,,,,,,Red 3,42
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,27
,,EUG,Mahlon Sweet Field (Eugene),Eugene,OR,EUGZ,20
,,,,,,Terminal A/1,4
,,,,,,Terminal A/3,1
,,EWR,Newark International,Newark,NJ,Terminal B/1,0
,,,,,,Terminal B/3,0
,,,,,,Terminal C/1,100
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,60
,,FAT,Fresno Air Terminal,Fresno,CA,FAT 01,18
,,FLL,Ft. Lauderdale-HollywoodInternational,Fort Lauderdale,FL,T1 Checkpoint T3F Checkpoint,2271
,,FSD,Sioux Falls Regional,Sioux Falls,SD,Gate,11
,,FWA,Ft. Wayne Municipal Airport,Ft. Wayne,IN,Gate,0
,,,,,,GEG-A/B,37
,,GEG,Spokane International,Spokane,WA,,
,,,,,,GEGC,15
,,GPT,Gulfport Bilox Regional,Gulfport,MS,GPT-A,0
,,GRR,Gerald R Ford International Airport,Grand Rapids,MI,Central Checkpoint,83
,,GSP,Greenville-Spartanburg,Greer,SC,Checkpoint,6
,,GUM,Antonio B. Won Pat International,Tamuning,GU,GUM01,8
,,HNL,Daniel K. Inouye InternationalAirport,Honolulu,HI,CP 1 Lanes 3&4,13
,,HOU,Houston Hobby,Houston,TX,CENTRAL,7
5/10/2020,04:00,HRL,Valley International,Harlingen,TX,HRL01,0
,,HSV,Huntsville-Madison County,Huntsville,AL,HSV-A,9
,,IAD,Washington-Dulles International,"Washington, DC",VA,Passenger Screening Area:  PreCheck,55
,,,,,,12/AS Terminal,61
,,IAH,Houston Intercontinental,Houston,TX,,
,,,,,,30/CN Terminal,73
,,ICT,Wichita Mid-Continent,Wichita,KS,Wichita Main,3
,,ILM,Wilmington International,Wilmington,NC,Terminal,2
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,39
,,IWD,Gogebic County,Ironwood,MI,Gate,0
,,,,,,Terminal 4 Main,11
,,JFK,John F. Kennedy International,Jamaica,NY,Terminal 5,40
,,,,,,Terminal 8,0
,,LAN,Capital City,Lansing,MI,Gate,2
,,,,,,Term 1 - C,0
,,,,,,Term 1 - CX,0
,,LAS,McCarran International,Las Vegas,NV,Term 1 - D,29
,,,,,,Terminal 3 - E Lower (1),0
,,,,,,Terminal 3 - E Upper,60
,,,,,,Terminal 2 - Passenger,76
,,,,,,Terminal 4A - Passenger,47
,,LAX,Los Angeles International,Los Angeles,CA,,
,,,,,,Terminal 5 - Passenger,4
,,,,,,Terminal 6 - Passenger,28
,,LEX,Blue Grass,Lexington,KY,LEX-A,1
,,LIT,Little Rock National,Little Rock,AR,LITA,0
,,MBL,Manistee County Blacker,Manistee,MI,MBL1,0
,,MBS,MBS International,Freeland,MI,Passenger Terminal,0
,,,,,,MCI 61-69,2
,,MCI,Kansas City International,Kansas City,MO,,
,,,,,,MCI 76-85,8
,,,,,,EAST Checkpoint,6
,,MCO,Orlando International,Orlando,FL,,
,,,,,,WEST Checkpoint,50
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,12
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,13
,,MEM,Memphis International,Memphis,TN,MEM-B,197
,,MFE,Miller International,McAllen,TX,MFE01,3
,,MHT,Manchester,Manchester,NH,Checkpoint,4
,,,,,,North 3,56
,,MIA,Miami International,Miami,FL,,
,,,,,,South-H,11
,,MLB,Melbourne International,Melbourne,FL,MLB A,1
,,MLI,Quad City,Moline,IL,Checkpoint A,8
,,MMH,Mammoth Yosemite,Mammoth Lakes,CA,Checkpoint 1,0
,,MOB,Bates Field Airport,Mobile,AL,MOB-A,0
,,,,,,North CP,72
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,,
,,,,,,T2 CP1,23
,,MSY,New Orleans International,Kenner,LA,MSY01,58
,,MYR,Myrtle Beach International,Myrtle Beach,SC,Terminal,0
,,,,,,TERM1,2
,,OAK,Metropolitan Oakland International,Oakland,CA,,
,,,,,,TERM2,2
,,OKC,Will Rogers World,Oklahoma City,OK,West,3
,,,,,,Terminal A,14
,,OMA,Eppley Airfield,Omaha,NE,,
,,,,,,Terminal B,0
,,ONT,Ontario International,Ontario,CA,T2,19
,,,,,,10,2
,,,,,,2,61
,,,,,,4B,45
,,ORD,Chicago-OHare International,Chicago,IL,,
,,,,,,5,40
,,,,,,6A,39
,,,,,,7A,104
,,,,,,Conc. A Checkpoint,1
,,ORF,Norfolk International,Norfolk,VA,,
,,,,,,Conc. B Checkpoint,17
,,PBI,West Palm Beach International,West Palm Beach,FL,PBI A/B,15
,,PDX,Portland International Airport,Portland,OR,PDX D/E,114
5/10/2020,04:00,PGD,Punta Gorda,Punta Gorda,FL,Checkpoint 1,128
,,,,,,Checkpoint B,24
,,PHL,Philadelphia International,Philadelphia,PA,,
,,,,,,Checkpoint D\E,22
,,,,,,T-3 North,106
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,187
,,,,,,T-4 C,65
,,PIE,St Petersburg-ClearwaterInternational,Clearwater,FL,PIE B,29
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,19
,,PNS,Pensacola Gulf Coast Regional,Pensacola,FL,PNS-A,13
,,PSP,Palm Springs Regional,Palm Springs,CA,PSP01,10
,,PVD,T F Green State,Warwick,RI,Checkpoint A,4
,,RAP,Rapid City Regional,Rapid City,SD,1,7
,,RDM,Roberts Field,Redmond,OR,RDMZ,0
,,,,,,Employee Screening Checkpoint (ESC),40
,,RDU,Raleigh-Durham International,RDU Airport,NC,,
,,,,,,Terminal 2 Checkpoint,79
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,26
,,ROC,Greater Rochester InternationalAirport,Rochester,NY,Checkpoint,20
,,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint D,63
,,,,,,CKPT-3,7
,,SAN,San Diego Intl-Lindbergh Field,San Diego,CA,,
,,,,,,CKPT-6,56
,,,,,,SAT01,1
,,SAT,San Antonio International,San Antonio,TX,,
,,,,,,SAT02,4
,,SAV,Savannah International,Savannah,GA,SAV-A,0
,,SBN,South Bend Regional,South Bend,IN,A CONC,0
,,SBP,San Luis Obispo County,San Luis Obispo,CA,SBP01,17
,,,,,,SCP 2,49
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,43
,,,,,,SCP 4,38
,,SFB,Orlando Sanford,Sanford,FL,SFB-02,43
,,SFO,San Francisco International,San Francisco,CA,Employee Security Checkpoint D,0
,,,,,,Employee Security Checkpoint F,0
,,,,,,Security Checkpoint B,3
,,,,,,Security Checkpoint C,0
,,SFO,San Francisco International,San Francisco,CA,,
,,,,,,Security Checkpoint D,57
,,,,,,Security Checkpoint F-1,5
,,,,,,Security Checkpoint F-3,0
,,SGF,Springfield/Branson National,Springfield,MO,Main Checkpoint,9
,,SHV,Shreveport Regional,Shreveport,LA,Checkpoint SHV01,0
,,SJC,San Jose International,San Jose,CA,Terminal A,8
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,8
,,SLC,Salt Lake City International,Salt Lake City,UT,SLC1,2
,04:00,,,,,Central B,1
,,SMF,Sacramento International Airport,Sacramento,CA,,
,,,,,,Terminal A,120
,,SYR,Syracuse-Hancock International,North Syracuse,NY,Central,45
,,,,,,TPA A,1
,,,,,,TPA C,2
,,TPA,Tampa International,Tampa,FL,,
,,,,,,TPA E,0
,,,,,,TPA F,12
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,0
,,,,,,ACP,0
,,TUS,Tucson International,Tucson,AZ,,
,,,,,,BCP,6
,,TYS,McGhee Tyson,Alcoa,TN,Checkpoint 1,11
,,XNA,Northwest Arkansas Regional,Bentonville,AR,Checkpoint 2,13
,,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,43
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,15
,,AGS,Bush Field,Augusta,GA,AGS-1,24
,,ALB,Albany County,Albany,NY,Main Checkpoint,53
,,ANC,Ted Stevens AnchorageInternational,Anchorage,AK,South Checkpoint,109
,,,,,,F Arrival Checkpoint,3
,,ATL,Hartsfield Atlanta International,"Atlanta,",GA,,
,,,,,,Main Checkpoint,186
5/10/2020,,,,,,,
,,ATW,Outagamie County,Appleton,WI,Checkpoint,22
,,AUS,Austin Bergstrom International,Austin,TX,AUS02,41
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,2
,,AVP,Wilkes Barre/Scranton International,Avoca,PA,Checkpoint,10
,,AZA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,222
,,AZO,Kalamazoo Municipal,Kalamazoo,MI,Main,0
,,BDL,Bradley International,Windsor Locks,CT,A1,171
,,BFL,"Meadows Field, Bakersfield",Bakersfield,CA,BFL01,31
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,11
,,BHM,Birmingham International,Birmingham,AL,Central,86
,,BIL,Billings Logan,Billings,MT,BILM,2
,05:00,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,30
,,BJI,Bemidji City-County,Bemidji,MN,Gate,2
,,BMI,Bloomington-Normal,Bloomington,IL,Checkpoint A,0
,,BNA,Nashville International,Nashville,TN,BNA Main,101
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,Main Checkpoint,53
,,,,,,A1,34
,,,,,,B1,126
,,BOS,Logan International,East Boston,MA,,
,,,,,,B5,55
,,,,,,C2,86
,,BTV,Burlington International,South Burlington,VT,South,11
,,BUF,Buffalo Niagara International Airport,Cheektowaga,NY,Main Checkpoint,90
,,BUR,Burbank-Glendale-Pasadena,Burbank,CA,BUR01,58
,,,,,,B Checkpoint,41
,,BWI,Baltimore-Washington International,BWI Airport,MD,,
,,,,,,D/E Checkpoint,40
,,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,11
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,41
,,CHA,Chattanooga Metropolitan,Chattanooga,TN,CHA-A,15
,,CHO,Charlottesville/Albemarle,Charlottesville,VA,CHO - Checkpoint,11
,,CHS,Charleston CountyInternational/AFB,Charleston,SC,Checkpoint,90
,,CID,The Cedar Rapids,Cedar Rapids,IA,Main Concourse,20
,,CLE,Cleveland Hopkins International,Cleveland,OH,South,99
,,CLT,Charlotte/Douglas International,Charlotte,NC,B Checkpoint,164
,,,,,,A,129
,,CMH,Port Columbus International,Columbus,OH,,
,,,,,,B,43
,,CMX,Houghton County Memorial,Calumet,MI,Gate,1
,,COS,Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,4
,,CRP,Corpus Christi,Corpus Christi,TX,CRP01,21
,,CVG,Cincinnati/Northern KentuckyInternational,Hebron,KY,T3-MCP,175
,,CWA,Central Wisconsin Regional,Mosinee,WI,Checkpoint,24
,,DAB,Daytona Beach International,Daytona Beach,FL,DAB A,33
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,48
,,DAY,James M. Cox Dayton International,Dayton,OH,Main,35
,,DBQ,Dubuque Regional,Dubuque,IA,DBQ-1,9
,,,,,,Center Pier,82
,,DCA,Washington Reagan National,"Washington, DC",VA,Concourse A,7
,,,,,,South Pier,37
,,,,,,A Bridge,220
,,DEN,Denver International,Denver,CO,North,5
,,,,,,South,203
,,,,,,A21,140
,,,,,,B30,20
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,C21,34
,,,,,,D22,39
,,,,,,E18,56
,,DRT,Del Rio Texas International Airport,Del Rio,TX,DRT,9
,,DSM,Des Moines International,Des Moines,IA,Main Concourse,46
,,,,,,Blue-2,98
,,DTW,Detroit Metro Wayne County,Detroit,MI,Red 1,5
,,,,,,Red 3,153
5/10/2020,05:00,,,,,,
,,ECP,Northwest Florida BeachesInternational Airport,West Bay,FL,Checkpoint 1,17
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,71
,,EUG,Mahlon Sweet Field (Eugene),Eugene,OR,EUGZ,19
,,EVV,Evansville Regional,Evansville,IN,Main Checkpoint,16
,,EWN,Coastal Carolina,New Bern,NC,Terminal,9
,,,,,,Terminal A/1,10
,,,,,,Terminal A/3,2
,,EWR,Newark International,Newark,NJ,Terminal B/1,0
,,,,,,Terminal B/3,0
,,,,,,Terminal C/1,145
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,27
,,FAR,Hector International,Fargo,ND,Gate,16
,,FAT,Fresno Air Terminal,Fresno,CA,FAT 01,30
,,FAY,Fayetteville Regional,Fayetteville,NC,Terminal,23
,,,,,,T1 Checkpoint,122
,,FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,T2 Checkpoint T3F Checkpoint,56113
,,,,,,T4 Checkpoint,41
,,FNT,Bishop International,Flint,MI,AOO-01,6
,,FSD,Sioux Falls Regional,Sioux Falls,SD,Gate,57
,,FWA,Ft. Wayne Municipal Airport,Ft. Wayne,IN,Gate,0
,,,,,,GEG-A/B,54
,,GEG,Spokane International,Spokane,WA,,
,,,,,,GEGC,34
,,GGG,Gregg County,Longview,TX,GGGA,7
,,GPT,Gulfport Bilox Regional,Gulfport,MS,GPT-A,9
,,GRR,Gerald R Ford International Airport,Grand Rapids,MI,Central Checkpoint,127
,,,,,,North Concourse,7
,,GSO,Piedmont Triad International,Greensboro,NC,,
,,,,,,South Concourse,3
,,GSP,Greenville-Spartanburg,Greer,SC,Checkpoint,61
,,GTF,Great Falls International,Great Falls,MT,GTF E/W,1
,,GUM,Antonio B. Won Pat International,Tamuning,GU,GUM01,24
,,HNL,Daniel K. Inouye InternationalAirport,Honolulu,HI,CP 1 Lanes 3&4 HNL03,92
,,HOU,Houston Hobby,Houston,TX,CENTRAL,65
,,HRL,Valley International,Harlingen,TX,HRL01,11
,,HSV,Huntsville-Madison County,Huntsville,AL,HSV-A,30
,,IAD,Washington-Dulles International,"Washington, DC",VA,Passenger Screening Area:  PreCheck,107
,,,,,,12/AS Terminal,56
,,IAH,Houston Intercontinental,Houston,TX,,
,,,,,,30/CN Terminal,52
,,ICT,Wichita Mid-Continent,Wichita,KS,Wichita Main,20
,,IDA,Idaho Falls Municipal,Idaho Falls,ID,IDAZ,16
,,ILM,Wilmington International,Wilmington,NC,Terminal,14
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,147
,,JAN,Jackson International,Jackson,MS,JAN-East,6
,,JAX,Jacksonville International,Jacksonville,FL,Consolidated Passenger Checkpoint,14
,,,,,,Terminal 4 Main,32
,,JFK,John F. Kennedy International,Jamaica,NY,Terminal 5,117
,,,,,,Terminal 8,0
,,JLN,Joplin Regional,Joplin,MO,Main Pax Hold Area,6
,,JNU,Juneau International,Juneau,AK,JNU-01,0
,,JST,Johnstown-Cambria County,Johnstown,PA,Main Terminal,3
,,LAN,Capital City,Lansing,MI,Gate,12
,,,,,,Term 1 - D,88
,,LAS,McCarran International,Las Vegas,NV,,
,,,,,,Terminal 3 - E Upper,61
,,,,,,Terminal 1 - Passenger,157
,,,,,,Terminal 2 - Passenger,134
,,,,,,Terminal 4A - Passenger,228
,,LAX,Los Angeles International,Los Angeles,CA,,
,,,,,,Terminal 5 - Passenger,13
,,,,,,Terminal 6 - Passenger,60
,,,,,,Terminal 7 - Passenger,61
5/10/2020,05:00,LBB,Lubbock International,Lubbock,TX,LBBA,34
,,LEX,Blue Grass,Lexington,KY,LEX-A,11
,,LFT,Lafayette Regional,Lafayette,LA,LFT01,16
,,LGB,Long Beach Daugherty Field,Long Beach,CA,Checkpoint,0
,,LIT,Little Rock National,Little Rock,AR,LITA,20
,,LSE,La Crosse Municipal,La Crosse,WI,Gate,27
,,MBS,MBS International,Freeland,MI,Passenger Terminal,0
,,,,,,MCI 37-45,18
,,,,,,MCI 56-60,25
,,MCI,Kansas City International,Kansas City,MO,,
,,,,,,MCI 61-69,30
,,,,,,MCI 76-85,38
,,,,,,EAST Checkpoint,58
,,MCO,Orlando International,Orlando,FL,,
,,,,,,WEST Checkpoint,219
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,11
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,72
,,MEM,Memphis International,Memphis,TN,MEM-B,81
,,MFE,Miller International,McAllen,TX,MFE01,14
,,MFR,Rogue Valley International-Medford,Medford,OR,MFRZ,70
,,MGM,Dannelly Field (MontgomeryRegional Airport),Montgomery,AL,MGM-A,15
,,MHT,Manchester,Manchester,NH,Checkpoint,24
,,,,,,North 3,185
,,MIA,Miami International,Miami,FL,,
,,,,,,South-H,76
,,,,,,CONC C,85
,,MKE,General Mitchell International,Milwaukee,WI,,
,,,,,,CONC D,52
,,MLB,Melbourne International,Melbourne,FL,MLB A,36
,,MLI,Quad City,Moline,IL,Checkpoint A,32
,,MOB,Bates Field Airport,Mobile,AL,MOB-A,23
,,MOT,Minot International,Minot,ND,Gate,31
,,MRY,Monterey Regional Airport,Monterey,CA,MRY02,26
,,MSN,Dane County Regional,Madison,WI,Checkpoint Alpha,56
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,North CP,152
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,T2 CP1,92
,,MSS,Massena International,Massena,NY,Gate Area #1,0
,,MSY,New Orleans International,Kenner,LA,MSY01,83
,,MYR,Myrtle Beach International,Myrtle Beach,SC,Terminal,40
,,,,,,TERM1,1
