,,MKE,General Mitchell International,Milwaukee,WI,CONC D,0
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,North CP,21
,,,,,,TERM1,2
,,OAK,Metropolitan Oakland International,Oakland,CA,,
,,,,,,TERM2,0
,,,,,,4B,26
,,ORD,Chicago-OHare International,Chicago,IL,6A,32
,,,,,,7A,28
,,PDX,Portland International Airport,Portland,OR,PDX D/E,14
,,,,,,Checkpoint B,30
,,PHL,Philadelphia International,Philadelphia,PA,,
,,,,,,Checkpoint D\E,2
,,,,,,T-3 North,13
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,26
,,,,,,T-4 C,29
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,11
,,,,,,Employee Screening Checkpoint (ESC),14
,,RDU,Raleigh-Durham International,RDU Airport,NC,,
,,,,,,Terminal 2 Checkpoint,5
,,RIC,Richard E Byrd International,Richmond InternationalA/P,VA,RIC Concourse B,0
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,4
,,SAN,San Diego Intl-Lindbergh Field,San Diego,CA,CKPT-6,3
,,,,,,SAT01,2
,03:00,SAT,San Antonio International,San Antonio,TX,SAT02,42
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,70
,,SFO,San Francisco International,San Francisco,CA,Security Checkpoint F-1,2
,,SGF,Springfield/Branson National,Springfield,MO,Main Checkpoint,0
,,,,,,Central B,1
,,SMF,Sacramento International Airport,Sacramento,CA,,
,,,,,,Terminal A,5
,,TPA,Tampa International,Tampa,FL,TPA C,0
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,0
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,36
,,AGS,Bush Field,Augusta,GA,AGS-1,35
,,ALB,Albany County,Albany,NY,Main Checkpoint,4
,,ANC,Ted Stevens AnchorageInternational,Anchorage,AK,South Checkpoint,112
,,ATL,Hartsfield Atlanta International,"Atlanta,",GA,Main Checkpoint,63
,,,,,,AUS01,0
,,AUS,Austin Bergstrom International,Austin,TX,AUS02,13
,,,,,,AUS03,0
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,0
,,AVP,Wilkes Barre/Scranton International,Avoca,PA,Checkpoint,8
,,AZA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,39
,,AZO,Kalamazoo Municipal,Kalamazoo,MI,Main,0
,,,,,,A1,15
,,BDL,Bradley International,Windsor Locks,CT,,
,,,,,,A2,0
5/3/2020,,BFL,"Meadows Field, Bakersfield",Bakersfield,CA,BFL01,23
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,17
,,BHM,Birmingham International,Birmingham,AL,Central,12
,,BNA,Nashville International,Nashville,TN,BNA Main,10
,,,,,,A1,30
,,,,,,B1,115
,,BOS,Logan International,East Boston,MA,,
,,,,,,B5,3
,,,,,,C2,34
,04:00,BTV,Burlington International,South Burlington,VT,South,23
,,BUF,Buffalo Niagara International Airport,Cheektowaga,NY,Main Checkpoint,0
,,,,,,B Checkpoint,7
,,BWI,Baltimore-Washington International,BWI Airport,MD,,
,,,,,,D/E Checkpoint,0
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,16
,,CHS,Charleston CountyInternational/AFB,Charleston,SC,Checkpoint,4
,,CLE,Cleveland Hopkins International,Cleveland,OH,Central,66
,,CLT,Charlotte/Douglas International,Charlotte,NC,B Checkpoint,54
,,CMH,Port Columbus International,Columbus,OH,B,10
,,COS,Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,22
,,CRP,Corpus Christi,Corpus Christi,TX,CRP01,0
,,CVG,Cincinnati/Northern KentuckyInternational,Hebron,KY,T3-MCP,49
,,DAB,Daytona Beach International,Daytona Beach,FL,DAB A,48
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,9
,,DAY,James M. Cox Dayton International,Dayton,OH,Main,4
,,,,,,Center Pier,9
,,,,,,Concourse A,1
,,DCA,Washington Reagan National,"Washington, DC",VA,,
,,,,,,North Pier,1
,,,,,,South Pier,5
,,,,,,A Bridge,77
,,DEN,Denver International,Denver,CO,North,9
,,,,,,South,31
,,,,,,A21,72
,,,,,,B30,8
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,C21,16
,,,,,,D22,32
,,,,,,E18,43
,,DSM,Des Moines International,Des Moines,IA,Main Concourse,17
,,,,,,Blue-2,23
,,DTW,Detroit Metro Wayne County,Detroit,MI,,
,,,,,,Red 3,45
,,DVL,Devils Lake Municipal,Devils Lake,ND,Checkpoint,3
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,17
,,ERI,Erie International,Erie,PA,Main Terminal,0
,,EUG,Mahlon Sweet Field (Eugene),Eugene,OR,EUGZ,16
,,,,,,Terminal A/3,1
,,,,,,Terminal B/1,0
,,EWR,Newark International,Newark,NJ,,
,,,,,,Terminal B/3,0
,,,,,,Terminal C/1,20
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,60
,,FAR,Hector International,Fargo,ND,Gate,23
,,FAT,Fresno Air Terminal,Fresno,CA,FAT 01,64
,,FAY,Fayetteville Regional,Fayetteville,NC,Terminal,32
,,,,,,T1 Checkpoint,3
,,FLL,Ft. Lauderdale-HollywoodInternational,Fort Lauderdale,FL,T3F Checkpoint,5
,,FLO,Florence Regional,Florence,SC,Terminal,1
,,FNT,Bishop International,Flint,MI,AOO-01,14
,,FSD,Sioux Falls Regional,Sioux Falls,SD,Gate,14
,,FWA,Ft. Wayne Municipal Airport,Ft. Wayne,IN,Gate,1
,,,,,,GEG-A/B,17
,,GEG,Spokane International,Spokane,WA,,
,,,,,,GEGC,29
,,GPI,Glacier Park Intl.,Kalispell,MT,Main Checkpoint,7
,,GPT,Gulfport Bilox Regional,Gulfport,MS,GPT-A,0
5/3/2020,04:00,GRB,Austin Straubel Field,Green Bay,WI,Concourse A,0
,,GRR,Gerald R Ford International Airport,Grand Rapids,MI,Central Checkpoint,36
,,GSO,Piedmont Triad International,Greensboro,NC,South Concourse,1
,,GSP,Greenville-Spartanburg,Greer,SC,Checkpoint,49
,,GUM,Antonio B. Won Pat International,Tamuning,GU,GUM01,1
,,HNL,Daniel K. Inouye InternationalAirport,Honolulu,HI,CP 1 Lanes 3&4,12
,,HRL,Valley International,Harlingen,TX,HRL01,0
,,HSV,Huntsville-Madison County,Huntsville,AL,HSV-A,13
,,HTS,Tri-State,Huntington,WV,Main Terminal,5
,,HVN,Tweed - New Haven,New Haven,CT,Gate 1,1
,,IAD,Washington-Dulles International,"Washington, DC",VA,Passenger Screening Area:  PreCheck,27
,,,,,,12/AS Terminal,39
,,IAH,Houston Intercontinental,Houston,TX,,
,,,,,,30/CN Terminal,20
,,ICT,Wichita Mid-Continent,Wichita,KS,Wichita Main,0
,,ILM,Wilmington International,Wilmington,NC,Terminal,15
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,31
,,ITH,Ithaca Tompkins Regional Airport,Ithaca,NY,240,0
,,IWD,Gogebic County,Ironwood,MI,Gate,0
,,JAN,Jackson International,Jackson,MS,JAN-East,33
,,JAX,Jacksonville International,Jacksonville,FL,Consolidated Passenger Checkpoint,0
,,,,,,Terminal 1,0
,,,,,,Terminal 4 Main,17
,,JFK,John F. Kennedy International,Jamaica,NY,,
,,,,,,Terminal 5,46
,,,,,,Terminal 8,0
,,LAN,Capital City,Lansing,MI,Gate,5
,,,,,,Term 1 - D,83
,,LAS,McCarran International,Las Vegas,NV,,
,,,,,,Terminal 3 - E Upper,15
,,LAW,Lawton Municipal,Lawton,OK,LAW01,17
,,,,,,Terminal 2 - Passenger,45
,,LAX,Los Angeles International,Los Angeles,CA,Terminal 4A - Passenger,47
,,,,,,Terminal 5 - Passenger,78
,,LAX,Los Angeles International,Los Angeles,CA,Terminal 6 - Passenger,27
,,LEX,Blue Grass,Lexington,KY,LEX-A,33
,,LGA,LaGuardia,Flushing,NY,TC CHK West,34
,,LIT,Little Rock National,Little Rock,AR,LITA,14
,,MBS,MBS International,Freeland,MI,Passenger Terminal,2
,,MCI,Kansas City International,Kansas City,MO,MCI 76-85,35
,,,,,,EAST Checkpoint,6
,,MCO,Orlando International,Orlando,FL,,
,,,,,,WEST Checkpoint,20
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,13
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,6
,,MEM,Memphis International,Memphis,TN,MEM-B,59
,,MFE,Miller International,McAllen,TX,MFE01,29
,,MFR,Rogue Valley International-Medford,Medford,OR,MFRZ,36
,,MHK,Manhattan Regional,Manhattan,KS,Main,7
,,MHT,Manchester,Manchester,NH,Checkpoint,13
,,,,,,North 2,84
,,MIA,Miami International,Miami,FL,,
,,,,,,South-H,10
,,,,,,CONC C,3
,,MKE,General Mitchell International,Milwaukee,WI,,
,,,,,,CONC D,8
,,MLB,Melbourne International,Melbourne,FL,MLB A,2
,,MLI,Quad City,Moline,IL,Checkpoint A,4
,,MMH,Mammoth Yosemite,Mammoth Lakes,CA,Checkpoint 1,0
,,MOB,Bates Field Airport,Mobile,AL,MOB-A,0
,,MSN,Dane County Regional,Madison,WI,Checkpoint Alpha,5
,,,,,,North CP,66
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,,
,,,,,,T2 CP1,10
,,MSY,New Orleans International,Kenner,LA,MSY01,18
,,,,,,TERM1,27
,,OAK,Metropolitan Oakland International,Oakland,CA,,
,,,,,,TERM2,6
,,OGS,Ogdensburg International,Ogdensburg,NY,Gate Area #1,4
5/3/2020,04:00,OKC,Will Rogers World,Oklahoma City,OK,West,17
,,,,,,Terminal A,7
,,OMA,Eppley Airfield,Omaha,NE,,
,,,,,,Terminal B,7
,,,,,,T2,21
,,ONT,Ontario International,Ontario,CA,,
,,,,,,T4,29
,,,,,,10,2
,,,,,,2,43
,,ORD,Chicago-OHare International,Chicago,IL,4B,17
,,,,,,6A,65
,,,,,,7A,94
,,,,,,Conc. A Checkpoint,80
,,ORF,Norfolk International,Norfolk,VA,,
,,,,,,Conc. B Checkpoint,32
,,PBI,West Palm Beach International,West Palm Beach,FL,PBI A/B,64
,,PDX,Portland International Airport,Portland,OR,PDX D/E,117
,,PGD,Punta Gorda,Punta Gorda,FL,Checkpoint 1,63
,,PHF,Newport News/WilliamsburgInternational,Newport News,VA,PHF Checkpoint,25
,,,,,,Checkpoint B,67
,,PHL,Philadelphia International,Philadelphia,PA,,
,,,,,,Checkpoint D\E,23
,,,,,,T-3 North,74
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,84
,,,,,,T-4 C,90
,,PIE,St Petersburg-ClearwaterInternational,Clearwater,FL,PIE A,19
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,27
,,PNS,Pensacola Gulf Coast Regional,Pensacola,FL,PNS-A,31
,,PSP,Palm Springs Regional,Palm Springs,CA,PSP01,18
,,PVD,T F Green State,Warwick,RI,Checkpoint A,6
,,PWM,Portland International Jetport,Portland,ME,Terminal 2,30
,,RAP,Rapid City Regional,Rapid City,SD,1,18
,,RDM,Roberts Field,Redmond,OR,RDMZ,8
,,RDU,Raleigh-Durham International,RDU Airport,NC,Employee Screening Checkpoint (ESC),44
,,,,,,Terminal 1 Checkpoint,17
,,RDU,Raleigh-Durham International,RDU Airport,NC,,
,,,,,,Terminal 2 Checkpoint,63
,,RIC,Richard E Byrd International,Richmond InternationalA/P,VA,RIC Concourse B,5
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,79
,,ROC,Greater Rochester InternationalAirport,Rochester,NY,Checkpoint,26
,,RST,Rochester International,Rochester,MN,Main Checkpoint,3
,,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint D,78
,,,,,,CKPT-2,1
,,SAN,San Diego Intl-Lindbergh Field,San Diego,CA,CKPT-3,0
,,,,,,CKPT-6,33
,,,,,,SAT01,3
,,SAT,San Antonio International,San Antonio,TX,,
,,,,,,SAT02,28
,,SAV,Savannah International,Savannah,GA,SAV-A,7
,,SBN,South Bend Regional,South Bend,IN,A CONC,1
,,SBP,San Luis Obispo County,San Luis Obispo,CA,SBP01,23
,,,,,,SCP 2,40
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,105
,,,,,,SCP 4,82
,,,,,,Employee Security Checkpoint D,0
,,,,,,Employee Security Checkpoint F,0
,,,,,,Security Checkpoint B,1
,,,,,,Security Checkpoint C,0
,04:00,SFO,San Francisco International,San Francisco,CA,Security Checkpoint D,31
,,,,,,Security Checkpoint F-1,11
,,,,,,Security Checkpoint F-3,0
,,,,,,Security Checkpoint G,2
,,SGF,Springfield/Branson National,Springfield,MO,Main Checkpoint,9
,,SHV,Shreveport Regional,Shreveport,LA,Checkpoint SHV01,11
,,SJC,San Jose International,San Jose,CA,Terminal A,13
5/3/2020,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,14
,,SLC,Salt Lake City International,Salt Lake City,UT,SLC1,20
,,,,,,Central B,2
,,SMF,Sacramento International Airport,Sacramento,CA,,
,,,,,,Terminal A,111
,,,,,,T1-C,18
,,STL,St. Louis Lambert International,St Louis,MO,,
,,,,,,T2-E,3
,,SYR,Syracuse-Hancock International,North Syracuse,NY,Central,63
,,,,,,TPA A,0
,,,,,,TPA C,3
,,TPA,Tampa International,Tampa,FL,,
,,,,,,TPA E,1
,,,,,,TPA F,88
,,TRI,Tri City Regional,Blountville,TN,TRI-A,9
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,12
,,,,,,ACP,8
,,TUS,Tucson International,Tucson,AZ,,
,,,,,,BCP,106
,,TYS,McGhee Tyson,Alcoa,TN,Checkpoint 1,4
,,XNA,Northwest Arkansas Regional,Bentonville,AR,Checkpoint 2,39
,,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,37
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,25
,,ACV,Arcata-Eureka,McKinleyville,CA,ACV01,9
,,AGS,Bush Field,Augusta,GA,AGS-1,9
,,ALB,Albany County,Albany,NY,Main Checkpoint,7
,,AMA,Amarillo International,Amarillo,TX,AMA30,4
,05:00,ANC,Ted Stevens AnchorageInternational,Anchorage,AK,South Checkpoint,39
,,,,,,F Arrival Checkpoint,5
,,ATL,Hartsfield Atlanta International,"Atlanta,",GA,,
,,,,,,Main Checkpoint,45
,,ATW,Outagamie County,Appleton,WI,Checkpoint,1
,,AUS,Austin Bergstrom International,Austin,TX,AUS02,36
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,0
,,AVP,Wilkes Barre/Scranton International,Avoca,PA,Checkpoint,18
,,AZA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,148
,,AZO,Kalamazoo Municipal,Kalamazoo,MI,Main,19
,,BDL,Bradley International,Windsor Locks,CT,A1,70
,,BFL,"Meadows Field, Bakersfield",Bakersfield,CA,BFL01,0
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,13
,,BHM,Birmingham International,Birmingham,AL,Central,58
,,BIL,Billings Logan,Billings,MT,BILM,23
,,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,23
,,BJI,Bemidji City-County,Bemidji,MN,Gate,5
,,BNA,Nashville International,Nashville,TN,BNA Main,86
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,Main Checkpoint,70
,,,,,,A1,26
,,,,,,B1,22
,,BOS,Logan International,East Boston,MA,,
,,,,,,B5,25
,,,,,,C2,56
,,BTV,Burlington International,South Burlington,VT,South,19
,,BUF,Buffalo Niagara International Airport,Cheektowaga,NY,Main Checkpoint,47
,,BUR,Burbank-Glendale-Pasadena,Burbank,CA,BUR01,15
,,,,,,B Checkpoint,48
,,BWI,Baltimore-Washington International,BWI Airport,MD,,
,,,,,,D/E Checkpoint,72
,,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,52
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,17
,,CAK,Akron-Canton Regional,North Canton,OH,Main,13
,,CHA,Chattanooga Metropolitan,Chattanooga,TN,CHA-A,7
,,CHO,Charlottesville/Albemarle,Charlottesville,VA,CHO - Checkpoint,20
,,CHS,Charleston CountyInternational/AFB,Charleston,SC,Checkpoint,36
,,CID,The Cedar Rapids,Cedar Rapids,IA,Main Concourse,17
,,CKB,North Central West Virginia,Bridgeport,WV,CKB01,1
,,CLE,Cleveland Hopkins International,Cleveland,OH,Central,62
,,CLT,Charlotte/Douglas International,Charlotte,NC,B Checkpoint,116
,,,,,,A,13
5/3/2020,05:00,CMH,Port Columbus International,Columbus,OH,B,37
,,CMI,University Of Illinois-Willard,Savoy,IL,Checkpoint A,11
,,CMX,Houghton County Memorial,Calumet,MI,Gate,2
,,COS,Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,35
,,CRP,Corpus Christi,Corpus Christi,TX,CRP01,0
,,CVG,Cincinnati/Northern KentuckyInternational,Hebron,KY,T3-MCP,150
,,CWA,Central Wisconsin Regional,Mosinee,WI,Checkpoint,17
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,32
,,DAY,James M. Cox Dayton International,Dayton,OH,Main,25
,,,,,,Center Pier,70
,,,,,,Concourse A,8
,,DCA,Washington Reagan National,"Washington, DC",VA,,
,,,,,,North Pier,0
,,,,,,South Pier,56
,,,,,,A Bridge,186
,,DEN,Denver International,Denver,CO,North,10
,,,,,,South,170
,,,,,,A21,201
,,,,,,B30,23
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,C21,44
,,,,,,D22,106
,,,,,,E18,41
,,DLH,Duluth International,Duluth,MN,Checkpoint 1,18
,,DRT,Del Rio Texas International Airport,Del Rio,TX,DRT,10
,,DSM,Des Moines International,Des Moines,IA,Main Concourse,66
,,,,,,Blue-2,56
,,DTW,Detroit Metro Wayne County,Detroit,MI,,
,,,,,,Red 3,71
,,EAU,Chippewa Valley Regional,Eau Claire,WI,Checkpoint,3
,,ECP,Northwest Florida BeachesInternational Airport,West Bay,FL,Checkpoint 1,0
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,119
,,ERI,Erie International,Erie,PA,Main Terminal,12
,,EUG,Mahlon Sweet Field (Eugene),Eugene,OR,EUGZ,17
,,EVV,Evansville Regional,Evansville,IN,Main Checkpoint,25
,,,,,,Terminal A/1,4
,,,,,,Terminal A/3,1
,,EWR,Newark International,Newark,NJ,Terminal B/1,0
,,,,,,Terminal B/3,0
,,,,,,Terminal C/1,37
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,18
,,FAR,Hector International,Fargo,ND,Gate,21
,,FAT,Fresno Air Terminal,Fresno,CA,FAT 01,84
,,FLG,Flagstaff Pulliam,Flagstaff,AZ,FLG01,7
,,,,,,T1 Checkpoint,52
,,FLL,Ft. Lauderdale-HollywoodInternational,Fort Lauderdale,FL,T2 Checkpoint T3F Checkpoint,5013
,,,,,,T4 Checkpoint,0
,,FLO,Florence Regional,Florence,SC,Terminal,4
,,FNT,Bishop International,Flint,MI,AOO-01,18
,,FSD,Sioux Falls Regional,Sioux Falls,SD,Gate,26
,,FWA,Ft. Wayne Municipal Airport,Ft. Wayne,IN,Gate,1
,,,,,,GEG-A/B,68
,,GEG,Spokane International,Spokane,WA,,
,,,,,,GEGC,16
,,GJT,Grand Junction Regional,Grand Junction,CO,GJTZ,26
,,GPI,Glacier Park Intl.,Kalispell,MT,Main Checkpoint,35
,,GPT,Gulfport Bilox Regional,Gulfport,MS,GPT-A,1
,,GRB,Austin Straubel Field,Green Bay,WI,Concourse A,27
,,GRK,Killeen-Ft. Hood Regional,Killeen,TX,GRK02,0
,,GRR,Gerald R Ford International Airport,Grand Rapids,MI,Central Checkpoint,69
,,,,,,North Concourse,7
,,GSO,Piedmont Triad International,Greensboro,NC,,
,,,,,,South Concourse,6
,,GSP,Greenville-Spartanburg,Greer,SC,Checkpoint,50
5/3/2020,05:00,GUM,Antonio B. Won Pat International,Tamuning,GU,GUM01,3
,,HNL,Daniel K. Inouye International Airport,Honolulu,HI,CP 1 Lanes 3&4 HNL03,82
,,HOU,Houston Hobby,Houston,TX,CENTRAL,101
,,HRL,Valley International,Harlingen,TX,HRL01,1
,,HSV,Huntsville-Madison County,Huntsville,AL,HSV-A,14
,,HTS,Tri-State,Huntington,WV,Main Terminal,1
,,HVN,Tweed - New Haven,New Haven,CT,Gate 1,3
,,,,,,East Mezzanine,0
,,,,,,Employee Checkpoint,0
,,IAD,Washington-Dulles International,"Washington, DC",VA,FIS Checkpoint,0
,,,,,,Passenger Screening Area:  PreCheck,62
,,,,,,West Mezzanine,0
,,,,,,12/AS Terminal,57
,,IAH,Houston Intercontinental,Houston,TX,,
,,,,,,30/CN Terminal,91
,,ICT,Wichita Mid-Continent,Wichita,KS,Wichita Main,6
,,IDA,Idaho Falls Municipal,Idaho Falls,ID,IDAZ,27
,,ILM,Wilmington International,Wilmington,NC,Terminal,11
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,88
,,ITH,Ithaca Tompkins Regional Airport,Ithaca,NY,240,6
,,JAC,Jackson Hole,Jackson,WY,JAC 01,10
,,JAN,Jackson International,Jackson,MS,JAN-East,11
,,JAX,Jacksonville International,Jacksonville,FL,Consolidated Passenger Checkpoint,87
,,,,,,Terminal 1,0
,,,,,,Terminal 4 Main,35
,,JFK,John F. Kennedy International,Jamaica,NY,,
,,,,,,Terminal 5,123
,,,,,,Terminal 8,0
,,JLN,Joplin Regional,Joplin,MO,Main Pax Hold Area,21
,,JMS,Jamestown Municipal,Jamestown,ND,Gate,0
,,JNU,Juneau International,Juneau,AK,JNU-01,1
